"name","zipcode","judet"
"NIMIGEA DE JOS","427190","BISTRITA NASAUD"
"NUSENI","427200","BISTRITA NASAUD"
"BEUDIU","427201","BISTRITA NASAUD"
"DUMBRAVA (NUSENI)","427202","BISTRITA NASAUD"
"FELEAC","427203","BISTRITA NASAUD"
"MALIN","427204","BISTRITA NASAUD"
"RUSU DE SUS","427206","BISTRITA NASAUD"
"VITA","427207","BISTRITA NASAUD"
"PARVA","427210","BISTRITA NASAUD"
"PETRU RARES","427215","BISTRITA NASAUD"
"BATA","427216","BISTRITA NASAUD"
"CICEU-CORABIA","427217","BISTRITA NASAUD"
"CICEU-MIHAIESTI","427218","BISTRITA NASAUD"
"LELESTI","427219","BISTRITA NASAUD"
"RETEAG","427220","BISTRITA NASAUD"
"PRUNDU BARGAULUI","427230","BISTRITA NASAUD"
"SUSENII BARGAULUI","427231","BISTRITA NASAUD"
"REBRA","427235","BISTRITA NASAUD"
"REBRISOARA","427240","BISTRITA NASAUD"
"GERSA I","427241","BISTRITA NASAUD"
"GERSA II","427242","BISTRITA NASAUD"
"PODEREI","427243","BISTRITA NASAUD"
"RODNA","427245","BISTRITA NASAUD"
"VALEA VINULUI","427246","BISTRITA NASAUD"
"ROMULI","427250","BISTRITA NASAUD"
"DEALU STEFANITEI","427251","BISTRITA NASAUD"
"SALVA","427255","BISTRITA NASAUD"
"RUNCU SALVEI","427256","BISTRITA NASAUD"
"SANMIHAIU DE CAMPIE","427260","BISTRITA NASAUD"
"BRATENI","427261","BISTRITA NASAUD"
"LA CURTE","427262","BISTRITA NASAUD"
"SALCUTA","427263","BISTRITA NASAUD"
"STUPINI","427264","BISTRITA NASAUD"
"ZORENI","427266","BISTRITA NASAUD"
"SILIVASU DE CAMPIE","427270","BISTRITA NASAUD"
"DRAGA","427271","BISTRITA NASAUD"
"FANATELE SILIVASULUI","427272","BISTRITA NASAUD"
"PORUMBENII","427273","BISTRITA NASAUD"
"SPERMEZEU","427275","BISTRITA NASAUD"
"HALMASAU","427276","BISTRITA NASAUD"
"LUNCA BORLESEI","427277","BISTRITA NASAUD"
"PALTINEASA","427278","BISTRITA NASAUD"
"SITA","427279","BISTRITA NASAUD"
"SESURI SPERMEZEU-VALE","427281","BISTRITA NASAUD"
"SANT","427285","BISTRITA NASAUD"
"VALEA MARE (SANT)","427286","BISTRITA NASAUD"
"SIEU","427290","BISTRITA NASAUD"
"ARDAN","427291","BISTRITA NASAUD"
"POSMUS","427292","BISTRITA NASAUD"
"SOIMUS","427293","BISTRITA NASAUD"
"SIEU-MAGHERUS","427295","BISTRITA NASAUD"
"ARCALIA","427296","BISTRITA NASAUD"
"CHINTELNIC","427297","BISTRITA NASAUD"
"CRAINIMAT","427298","BISTRITA NASAUD"
"PODIREI","427299","BISTRITA NASAUD"
"SARATEL","427301","BISTRITA NASAUD"
"VALEA MAGHERUSULUI","427302","BISTRITA NASAUD"
"SIEU-ODORHEI","427305","BISTRITA NASAUD"
"AGRISU DE JOS","427306","BISTRITA NASAUD"
"AGRISU DE SUS","427307","BISTRITA NASAUD"
"BRETEA","427308","BISTRITA NASAUD"
"COASTA","427309","BISTRITA NASAUD"
"CRISTUR-SIEU","427311","BISTRITA NASAUD"
"SIRIOARA","427312","BISTRITA NASAUD"
"SIEUT","427315","BISTRITA NASAUD"
"LUNCA","427316","BISTRITA NASAUD"
"RUSTIOR","427317","BISTRITA NASAUD"
"SEBIS","427318","BISTRITA NASAUD"
"SINTEREAG","427320","BISTRITA NASAUD"
"BLAJENII DE JOS","427321","BISTRITA NASAUD"
"BLAJENII DE SUS","427322","BISTRITA NASAUD"
"CAILA","427323","BISTRITA NASAUD"
"COCIU","427324","BISTRITA NASAUD"
"SIEU-SFANTU","427326","BISTRITA NASAUD"
"SINTEREAG-GARA","427327","BISTRITA NASAUD"
"TARLISUA","427330","BISTRITA NASAUD"
"AGRIES","427331","BISTRITA NASAUD"
"AGRIESEL","427332","BISTRITA NASAUD"
"BORLEASA","427333","BISTRITA NASAUD"
"CIREASI","427334","BISTRITA NASAUD"
"LUNCA SATEASCA","427336","BISTRITA NASAUD"
"MOLISET","427337","BISTRITA NASAUD"
"OARZINA","427338","BISTRITA NASAUD"
"RACATESU","427339","BISTRITA NASAUD"
"SENDROAIA","427341","BISTRITA NASAUD"
"TEACA","427345","BISTRITA NASAUD"
"ARCHIUD","427346","BISTRITA NASAUD"
"BUDURLENI","427347","BISTRITA NASAUD"
"OCNITA","427348","BISTRITA NASAUD"
"PINTICU","427349","BISTRITA NASAUD"
"VIILE TECII","427351","BISTRITA NASAUD"
"TELCIU","427355","BISTRITA NASAUD"
"FIAD","427356","BISTRITA NASAUD"
"TELCISOR","427357","BISTRITA NASAUD"
"TIHA BARGAULUI","427360","BISTRITA NASAUD"
"CIOSA","427361","BISTRITA NASAUD"
"MURESENII BARGAULUI","427362","BISTRITA NASAUD"
"PIATRA FANTANELE","427363","BISTRITA NASAUD"
"TUREAC","427364","BISTRITA NASAUD"
"URIU","427365","BISTRITA NASAUD"
"CRISTESTII CICEULUI","427366","BISTRITA NASAUD"
"HASMASU CICEULUI","427367","BISTRITA NASAUD"
"ILISUA","427368","BISTRITA NASAUD"
"URMENIS","427370","BISTRITA NASAUD"
"CAMP","427371","BISTRITA NASAUD"
"COSERIU","427372","BISTRITA NASAUD"
"DELURENI","427373","BISTRITA NASAUD"
"FANATE","427374","BISTRITA NASAUD"
"PODENII","427376","BISTRITA NASAUD"
"SCOABE","427377","BISTRITA NASAUD"
"SOPTERIU","427378","BISTRITA NASAUD"
"VALEA","427379","BISTRITA NASAUD"
"VALEA MARE (URMENIS)","427381","BISTRITA NASAUD"
"ZAGRA","427385","BISTRITA NASAUD"
"ALUNISUL","427386","BISTRITA NASAUD"
"PERISOR","427387","BISTRITA NASAUD"
"POIENILE ZAGREI","427388","BISTRITA NASAUD"
"SUPLAI","427389","BISTRITA NASAUD"
"BLIDARI","430001","MARAMURES"
"FIRIZA","430002","MARAMURES"
"VALEA NEAGRA","430003","MARAMURES"
"BAIA MARE","430011","MARAMURES"
"BAIA SPRIE","435100","MARAMURES"
"CHIUZBAIA","435101","MARAMURES"
"SATU NOU DE SUS","435102","MARAMURES"
"TAUTII DE SUS","435103","MARAMURES"
"BORSA","435200","MARAMURES"
"BAILE BORSA","435250","MARAMURES"
"CAVNIC","435300","MARAMURES"
"SEINI","435400","MARAMURES"
"SABISA","435401","MARAMURES"
"VIILE APEI","435402","MARAMURES"
"SIGHETU MARMATIEI","435500","MARAMURES"
"IAPA","435501","MARAMURES"
"LAZU BACIULUI","435502","MARAMURES"
"SUGAU","435503","MARAMURES"
"VALEA CUFUNDOASA","435504","MARAMURES"
"VALEA HOTARULUI","435505","MARAMURES"
"TARGU LAPUS","435600","MARAMURES"
"BOIERENI","435601","MARAMURES"
"BORCUT","435602","MARAMURES"
"CUFOAIA","435603","MARAMURES"
"DAMACUSENI","435604","MARAMURES"
"DOBRICU LAPUSULUI","435605","MARAMURES"
"DUMBRAVA","435606","MARAMURES"
"FANTANELE","435607","MARAMURES"
"GROAPE","435608","MARAMURES"
"INAU","435609","MARAMURES"
"RAZOARE","435610","MARAMURES"
"ROGOZ","435611","MARAMURES"
"ROHIA","435612","MARAMURES"
"STOICENI","435613","MARAMURES"
"VISEU DE SUS","435700","MARAMURES"
"VISEU DE MIJLOC","435701","MARAMURES"
"ARDUSAT","437005","MARAMURES"
"ARIESU DE CAMP","437006","MARAMURES"
"COLTIREA","437007","MARAMURES"
"ARINIS","437010","MARAMURES"
"RODINA","437011","MARAMURES"
"TAMASESTI","437012","MARAMURES"
"ASUAJU DE SUS","437015","MARAMURES"
"ASUAJU DE JOS","437016","MARAMURES"
"BAITA DE SUB CODRU","437020","MARAMURES"
"URMENIS","437021","MARAMURES"
"BAIUT","437025","MARAMURES"
"POIANA BOTIZII","437026","MARAMURES"
"STRAMBU-BAIUT","437027","MARAMURES"
"BASESTI","437030","MARAMURES"
"ODESTI","437031","MARAMURES"
"SALISTE","437032","MARAMURES"
"STREMT","437033","MARAMURES"
"BARSANA","437035","MARAMURES"
"NANESTI","437036","MARAMURES"
"ONCESTI","437037","MARAMURES"
"BICAZ","437040","MARAMURES"
"CIUTA","437041","MARAMURES"
"CORNI","437042","MARAMURES"
"BISTRA","437045","MARAMURES"
"CRASNA VISEULUI","437046","MARAMURES"
"VALEA VISEULUI","437047","MARAMURES"
"BOCICOIU MARE","437050","MARAMURES"
"CRACIUNESTI","437051","MARAMURES"
"LUNCA LA TISA","437052","MARAMURES"
"TISA","437053","MARAMURES"
"BOGDAN VODA","437055","MARAMURES"
"BOCICOEL","437056","MARAMURES"
"BOIU MARE","437060","MARAMURES"
"FRANCENII BOIULUI","437061","MARAMURES"
"PRISLOP","437062","MARAMURES"
"ROMANESTI","437063","MARAMURES"
"BOTIZA","437065","MARAMURES"
"BUDESTI","437070","MARAMURES"
"SARBI (BUDESTI)","437071","MARAMURES"
"CALINESTI","437075","MARAMURES"
"CORNESTI","437076","MARAMURES"
"VALENI","437077","MARAMURES"
"CAMPULUNG LA TISA","437080","MARAMURES"
"CERNESTI","437085","MARAMURES"
"BREBENI","437086","MARAMURES"
"CIOCOTIS","437087","MARAMURES"
"FANATE","437088","MARAMURES"
"IZVOARELE","437089","MARAMURES"
"MAGURENI","437091","MARAMURES"
"TRESTIA","437092","MARAMURES"
"CICARLAU","437095","MARAMURES"
"BARGAU","437096","MARAMURES"
"HANDALU ILBEI","437097","MARAMURES"
"ILBA","437098","MARAMURES"
"COPALNIC-MANASTUR","437100","MARAMURES"
"BERINTA","437101","MARAMURES"
"CARPINIS","437102","MARAMURES"
"COPALNIC","437103","MARAMURES"
"COPALNIC-DEAL","437104","MARAMURES"
"CURTUIUSU MIC","437106","MARAMURES"
"FAURESTI","437107","MARAMURES"
"LASCHIA","437108","MARAMURES"
"PRELUCA NOUA","437109","MARAMURES"
"PRELUCA VECHE","437111","MARAMURES"
"RUSOR","437112","MARAMURES"
"VAD","437113","MARAMURES"
"VALENII LAPUSULUI","437125","MARAMURES"
"COROIENI","437126","MARAMURES"
"BABA","437127","MARAMURES"
"DEALU MARE","437128","MARAMURES"
"DRAGHIA","437129","MARAMURES"
"CUPSENI","437130","MARAMURES"
"COSTENI","437131","MARAMURES"
"LIBOTIN","437132","MARAMURES"
"UNGURENI","437133","MARAMURES"
"DESESTI","437135","MARAMURES"
"HARNICESTI","437136","MARAMURES"
"MARA","437137","MARAMURES"
"DRAGOMIRESTI","437140","MARAMURES"
"DUMBRAVITA","437145","MARAMURES"
"CARBUNARI","437146","MARAMURES"
"CHECHIS","437147","MARAMURES"
"RUS","437148","MARAMURES"
"SINDRESTI","437149","MARAMURES"
"UNGURAS","437151","MARAMURES"
"FARCASA","437155","MARAMURES"
"BUZESTI","437156","MARAMURES"
"SARBI (FARCASA)","437157","MARAMURES"
"TAMAIA","437158","MARAMURES"
"GIULESTI","437160","MARAMURES"
"BERBESTI","437161","MARAMURES"
"FERESTI","437162","MARAMURES"
"MANASTIREA","437163","MARAMURES"
"GROSI","437165","MARAMURES"
"OCOLIS","437166","MARAMURES"
"SATU NOU DE JOS","437167","MARAMURES"
"IEUD","437170","MARAMURES"
"LAPUS","437175","MARAMURES"
"LEORDINA","437180","MARAMURES"
"MIRESU MARE","437185","MARAMURES"
"DANESTII CHIOARULUI","437186","MARAMURES"
"IADARA","437187","MARAMURES"
"LUCACESTI","437188","MARAMURES"
"REMETI PE SOMES","437189","MARAMURES"
"STEJERA","437191","MARAMURES"
"TULGHIES","437192","MARAMURES"
"MOISEI","437195","MARAMURES"
"OARTA DE JOS","437200","MARAMURES"
"OARTA DE SUS","437201","MARAMURES"
"ORTITA","437202","MARAMURES"
"OCNA SUGATAG","437205","MARAMURES"
"BREB","437206","MARAMURES"
"HOTENI","437207","MARAMURES"
"SAT-SUGATAG","437208","MARAMURES"
"PETROVA","437210","MARAMURES"
"POIENILE IZEI","437215","MARAMURES"
"POIENILE DE SUB MUNTE","437220","MARAMURES"
"RECEA","437225","MARAMURES"
"BOZANTA MICA","437226","MARAMURES"
"LAPUSEL","437227","MARAMURES"
"MOCIRA","437228","MARAMURES"
"SASAR","437229","MARAMURES"
"REMETEA CHIOARULUI","437230","MARAMURES"
"BERCHEZ","437231","MARAMURES"
"BERCHEZOAIA","437232","MARAMURES"
"POSTA","437233","MARAMURES"
"REMECIOARA","437234","MARAMURES"
"REMETI","437235","MARAMURES"
"PIATRA","437236","MARAMURES"
"TECEU MIC","437237","MARAMURES"
"REPEDEA","437240","MARAMURES"
"RONA DE JOS","437245","MARAMURES"
"RONA DE SUS","437250","MARAMURES"
"COSTIUI","437251","MARAMURES"
"ROZAVLEA","437255","MARAMURES"
"RUSCOVA","437260","MARAMURES"
"SARASAU","437265","MARAMURES"
"SATULUNG","437270","MARAMURES"
"ARIESU DE PADURE","437271","MARAMURES"
"FERSIG","437272","MARAMURES"
"FINTEUSU MIC","437273","MARAMURES"
"HIDEAGA","437274","MARAMURES"
"MOGOSESTI","437276","MARAMURES"
"PRIBILESTI","437277","MARAMURES"
"SACALASENI","437280","MARAMURES"
"CATALINA","437281","MARAMURES"
"COAS","437282","MARAMURES"
"COLTAU","437283","MARAMURES"
"CORUIA","437284","MARAMURES"
"CULCEA","437286","MARAMURES"
"INTRERAURI","437287","MARAMURES"
"SACEL","437290","MARAMURES"
"SALISTEA DE SUS","437295","MARAMURES"
"SALSIG","437300","MARAMURES"
"GARDANI","437301","MARAMURES"
"SAPANTA","437305","MARAMURES"
"STRAMTURA","437310","MARAMURES"
"GLOD","437311","MARAMURES"
"SLATIOARA","437312","MARAMURES"
"SUCIU DE SUS","437315","MARAMURES"
"GROSII TIBLESULUI","437316","MARAMURES"
"LARGA","437317","MARAMURES"
"SUCIU DE JOS","437318","MARAMURES"
"SIEU","437320","MARAMURES"
"SISESTI","437325","MARAMURES"
"BONTAIENI","437326","MARAMURES"
"CETATELE","437327","MARAMURES"
"DANESTI","437328","MARAMURES"
"NEGREIA","437329","MARAMURES"
"PLOPIS","437331","MARAMURES"
"SURDESTI","437332","MARAMURES"
"SOMCUTA MARE","437335","MARAMURES"
"BUCIUMI","437336","MARAMURES"
"BUTEASA","437337","MARAMURES"
"CIOLT","437338","MARAMURES"
"CODRU BUTESII","437339","MARAMURES"
"FINTEUSU MARE","437341","MARAMURES"
"HOVRILA","437342","MARAMURES"
"VALENII SOMCUTEI","437343","MARAMURES"
"TAUTII-MAGHERAUS","437345","MARAMURES"
"BAITA","437346","MARAMURES"
"BOZANTA MARE","437347","MARAMURES"
"BUSAG","437348","MARAMURES"
"MERISOR","437349","MARAMURES"
"NISTRU","437351","MARAMURES"
"ULMOASA","437352","MARAMURES"
"ULMENI","437355","MARAMURES"
"ARDUZEL","437356","MARAMURES"
"CHELINTA","437357","MARAMURES"
"MANAU","437358","MARAMURES"
"SOMES-UILEAC","437359","MARAMURES"
"TOHAT","437361","MARAMURES"
"TICAU","437362","MARAMURES"
"VICEA","437363","MARAMURES"
"VADU IZEI","437365","MARAMURES"
"VALEA STEJARULUI","437366","MARAMURES"
"VALEA CHIOARULUI","437370","MARAMURES"
"CURTUIUSU MARE","437371","MARAMURES"
"DURUSA","437372","MARAMURES"
"FERICEA","437373","MARAMURES"
"MESTEACAN","437374","MARAMURES"
"VARAI","437376","MARAMURES"
"VIMA MICA","437380","MARAMURES"
"ASPRA","437381","MARAMURES"
"DEALU CORBULUI","437382","MARAMURES"
"JUGASTRENI","437383","MARAMURES"
"PETERITEA","437384","MARAMURES"
"SALNITA","437386","MARAMURES"
"VIMA MARE","437387","MARAMURES"
"VISEU DE JOS","437390","MARAMURES"
"SATMAREL","440001","SATU MARE"
"SATU MARE","440004","SATU MARE"
"CAREI","445100","SATU MARE"
"IANCULESTI","445101","SATU MARE"
"NEGRESTI-OAS","445200","SATU MARE"
"LUNA","445201","SATU MARE"
"TUR","445202","SATU MARE"
"TASNAD","445300","SATU MARE"
"BLAJA","445301","SATU MARE"
"CIG","445302","SATU MARE"
"RATIU","445303","SATU MARE"
"SARAUAD","445304","SATU MARE"
"VALEA MORII","445305","SATU MARE"
"ACAS","447005","SATU MARE"
"GANAS","447006","SATU MARE"
"MIHAIENI","447007","SATU MARE"
"UNIMAT","447008","SATU MARE"
"ANDRID","447010","SATU MARE"
"DINDESTI","447011","SATU MARE"
"IRINA","447012","SATU MARE"
"APA","447015","SATU MARE"
"LUNCA APEI","447016","SATU MARE"
"SOMESENI","447017","SATU MARE"
"ARDUD","447020","SATU MARE"
"ARDUD-VII","447021","SATU MARE"
"BABA NOVAC","447022","SATU MARE"
"GERAUSA","447023","SATU MARE"
"MADARAS","447024","SATU MARE"
"SARATURA","447026","SATU MARE"
"BATARCI","447030","SATU MARE"
"COMLAUSA","447031","SATU MARE"
"SIRLAU","447032","SATU MARE"
"TAMASENI","447033","SATU MARE"
"BARSAU","447035","SATU MARE"
"BARSAU DE JOS","447036","SATU MARE"
"BARSAU DE SUS","447037","SATU MARE"
"BELTIUG","447040","SATU MARE"
"BOLDA","447041","SATU MARE"
"GHIRISA","447042","SATU MARE"
"GIUNGI","447043","SATU MARE"
"RATESTI","447044","SATU MARE"
"SANDRA","447046","SATU MARE"
"BERVENI","447050","SATU MARE"
"LUCACENI","447051","SATU MARE"
"BIXAD","447055","SATU MARE"
"BOINESTI","447056","SATU MARE"
"TRIP","447057","SATU MARE"
"BOGDAND","447060","SATU MARE"
"BABTA","447061","SATU MARE"
"CORUND","447062","SATU MARE"
"SER","447063","SATU MARE"
"BOTIZ","447065","SATU MARE"
"AGRIS","447066","SATU MARE"
"CIUPERCENI","447067","SATU MARE"
"CALINESTI-OAS","447070","SATU MARE"
"COCA","447071","SATU MARE"
"LECHINTA","447072","SATU MARE"
"PASUNEA MARE","447073","SATU MARE"
"CAMARZANA","447075","SATU MARE"
"CAPLENI","447080","SATU MARE"
"CAMIN","447081","SATU MARE"
"CAUAS","447085","SATU MARE"
"ADY ENDRE","447086","SATU MARE"
"GHENCI","447087","SATU MARE"
"GHILESTI","447088","SATU MARE"
"HOTOAN","447089","SATU MARE"
"RADULESTI","447091","SATU MARE"
"CEHAL","447095","SATU MARE"
"CEHALUT","447096","SATU MARE"
"ORBAU","447097","SATU MARE"
"CERTEZE","447100","SATU MARE"
"HUTA-CERTEZE","447101","SATU MARE"
"MOISENI","447102","SATU MARE"
"CRAIDOROLT","447105","SATU MARE"
"CRISENI","447106","SATU MARE"
"ERIU-SANCRAI","447107","SATU MARE"
"SATU MIC","447108","SATU MARE"
"TEGHEA","447109","SATU MARE"
"CRUCISOR","447110","SATU MARE"
"IEGHERISTE","447111","SATU MARE"
"POIANA CODRULUI","447112","SATU MARE"
"CULCIU","447115","SATU MARE"
"APATEU","447116","SATU MARE"
"CARASEU","447117","SATU MARE"
"COROD","447118","SATU MARE"
"CULCIU MARE","447119","SATU MARE"
"CULCIU MIC","447121","SATU MARE"
"LIPAU","447122","SATU MARE"
"DOBA","447125","SATU MARE"
"BOGHIS","447126","SATU MARE"
"DACIA","447127","SATU MARE"
"PAULIAN","447128","SATU MARE"
"TRAIAN","447129","SATU MARE"
"DOROLT","447130","SATU MARE"
"ATEA","447131","SATU MARE"
"DARA","447132","SATU MARE"
"PETEA","447133","SATU MARE"
"FOIENI","447135","SATU MARE"
"GHERTA MICA","447140","SATU MARE"
"HALMEU","447145","SATU MARE"
"BABESTI","447146","SATU MARE"
"CIDREAG","447147","SATU MARE"
"DOBOLT","447148","SATU MARE"
"HALMEU-VII","447149","SATU MARE"
"MESTEACAN","447151","SATU MARE"
"PORUMBESTI","447152","SATU MARE"
"HODOD","447155","SATU MARE"
"GIURTELECU HODODULUI","447156","SATU MARE"
"LELEI","447157","SATU MARE"
"NADISU HODODULUI","447158","SATU MARE"
"HOMOROADE","447160","SATU MARE"
"CHILIA","447161","SATU MARE"
"HOMORODU DE JOS","447162","SATU MARE"
"HOMORODU DE MIJLOC","447163","SATU MARE"
"HOMORODU DE SUS","447164","SATU MARE"
"NECOPOI","447166","SATU MARE"
"SOLDUBA","447167","SATU MARE"
"LAZURI","447170","SATU MARE"
"BERCU","447171","SATU MARE"
"NISIPENI","447172","SATU MARE"
"NOROIENI","447173","SATU MARE"
"PELES","447174","SATU MARE"
"PELISOR","447176","SATU MARE"
"LIVADA","447180","SATU MARE"
"ADRIAN","447181","SATU MARE"
"DUMBRAVA","447182","SATU MARE"
"LIVADA MICA","447183","SATU MARE"
"MEDIESU AURIT","447185","SATU MARE"
"BABASESTI","447186","SATU MARE"
"IOJIB","447187","SATU MARE"
"MEDIES-RATURI","447188","SATU MARE"
"MEDIES-VII","447189","SATU MARE"
"POTAU","447191","SATU MARE"
"ROMANESTI","447192","SATU MARE"
"MICULA","447195","SATU MARE"
"BERCU NOU","447196","SATU MARE"
"MICULA NOUA","447197","SATU MARE"
"MOFTIN","447200","SATU MARE"
"DOMANESTI","447201","SATU MARE"
"GHILVACI","447202","SATU MARE"
"GHIROLT","447203","SATU MARE"
"ISTRAU","447204","SATU MARE"
"MOFTINU MARE","447206","SATU MARE"
"MOFTINU MIC","447207","SATU MARE"
"SANMICLAUS","447208","SATU MARE"
"ODOREU","447210","SATU MARE"
"BERINDAN","447211","SATU MARE"
"CUCU","447212","SATU MARE"
"ETENI","447213","SATU MARE"
"MARTINESTI","447214","SATU MARE"
"VANATORESTI","447216","SATU MARE"
"ORASU NOU","447220","SATU MARE"
"ORASU NOU-VII","447221","SATU MARE"
"PRILOG","447222","SATU MARE"
"PRILOG-VII","447223","SATU MARE"
"RACSA","447224","SATU MARE"
"RACSA-VII","447226","SATU MARE"
"REMETEA OASULUI","447227","SATU MARE"
"PAULESTI","447230","SATU MARE"
"AMATI","447231","SATU MARE"
"AMBUD","447232","SATU MARE"
"HRIP","447233","SATU MARE"
"PETIN","447234","SATU MARE"
"RUSENI","447236","SATU MARE"
"PETRESTI","447240","SATU MARE"
"DINDESTIU MIC","447241","SATU MARE"
"PIR","447245","SATU MARE"
"PIRU NOU","447246","SATU MARE"
"SARVAZEL","447247","SATU MARE"
"PISCOLT","447250","SATU MARE"
"RESIGHEA","447251","SATU MARE"
"SCARISOARA NOUA","447252","SATU MARE"
"POMI","447255","SATU MARE"
"ACIUA","447256","SATU MARE"
"BICAU","447257","SATU MARE"
"BORLESTI","447258","SATU MARE"
"SANISLAU","447260","SATU MARE"
"BEREA","447261","SATU MARE"
"CIUMESTI","447262","SATU MARE"
"HOREA","447263","SATU MARE"
"MARNA NOUA","447264","SATU MARE"
"VIISOARA","447266","SATU MARE"
"SANTAU","447270","SATU MARE"
"CHEREUSA","447271","SATU MARE"
"SUDURAU","447272","SATU MARE"
"SACASENI","447275","SATU MARE"
"CHEGEA","447276","SATU MARE"
"SAUCA","447280","SATU MARE"
"BECHENI","447281","SATU MARE"
"CEAN","447282","SATU MARE"
"CHISAU","447283","SATU MARE"
"SILVAS","447284","SATU MARE"
"SOCOND","447285","SATU MARE"
"CUTA","447286","SATU MARE"
"HODISA","447287","SATU MARE"
"SOCONZEL","447288","SATU MARE"
"STANA","447289","SATU MARE"
"SUPUR","447290","SATU MARE"
"DOBRA","447291","SATU MARE"
"GIOROCUTA","447292","SATU MARE"
"HUREZU MARE","447293","SATU MARE"
"RACOVA","447294","SATU MARE"
"SECHERESA","447296","SATU MARE"
"SUPURU DE SUS","447297","SATU MARE"
"SUPURU DE JOS","447300","SATU MARE"
"TARNA MARE","447310","SATU MARE"
"BOCICAU","447311","SATU MARE"
"VALEA SEACA","447312","SATU MARE"
"VAGAS","447313","SATU MARE"
"TARSOLT","447315","SATU MARE"
"ALICENI","447316","SATU MARE"
"TEREBESTI","447320","SATU MARE"
"ALIZA","447321","SATU MARE"
"GELU","447322","SATU MARE"
"PISCARI","447323","SATU MARE"
"TIREAM","447325","SATU MARE"
"PORTITA","447326","SATU MARE"
"VEZENDIU","447327","SATU MARE"
"TURT","447330","SATU MARE"
"GHERTA MARE","447331","SATU MARE"
"TURT-BAI","447332","SATU MARE"
"TURULUNG","447335","SATU MARE"
"DRAGUSENI","447336","SATU MARE"
"TURULUNG-VII","447337","SATU MARE"
"URZICENI","447340","SATU MARE"
"URZICENI-PADURE","447341","SATU MARE"
"VALEA VINULUI","447345","SATU MARE"
"MARIUS","447346","SATU MARE"
"ROSIORI","447347","SATU MARE"
"SAI","447348","SATU MARE"
"VAMA","447350","SATU MARE"
"VETIS","447355","SATU MARE"
"DECEBAL","447356","SATU MARE"
"OAR","447357","SATU MARE"
"VIILE SATU MARE","447360","SATU MARE"
"CIONCHESTI","447361","SATU MARE"
"MEDISA","447362","SATU MARE"
"TATARESTI","447363","SATU MARE"
"TIREAC","447364","SATU MARE"
"ORTELEC","450001","SALAJ"
"STANA","450002","SALAJ"
"ZALAU","450006","SALAJ"
"CEHU SILVANIEI","455100","SALAJ"
"HOROATU CEHULUI","455101","SALAJ"
"MOTIS","455102","SALAJ"
"NADIS","455103","SALAJ"
"ULCIUG","455104","SALAJ"
"JIBOU","455200","SALAJ"
"CUCEU","455201","SALAJ"
"HUSIA","455202","SALAJ"
"RONA","455203","SALAJ"
"VAR","455204","SALAJ"
"SIMLEU SILVANIEI","455300","SALAJ"
"BIC","455301","SALAJ"
"CEHEI","455302","SALAJ"
"PUSTA","455303","SALAJ"
"AGRIJ","457005","SALAJ"
"RASTOLTU DESERT","457006","SALAJ"
"ALMASU","457010","SALAJ"
"BABIU","457011","SALAJ"
"CUTIS","457012","SALAJ"
"JEBUCU","457013","SALAJ"
"MESTEACANU","457014","SALAJ"
"PETRINZEL","457016","SALAJ"
"SFARAS","457017","SALAJ"
"STANA","457018","SALAJ"
"TAUDU","457019","SALAJ"
"BABENI","457020","SALAJ"
"CIOCMANI","457021","SALAJ"
"CLIT","457022","SALAJ"
"PIROSA","457023","SALAJ"
"POIENITA","457024","SALAJ"
"BALAN","457025","SALAJ"
"CHECHIS","457026","SALAJ"
"CHENDREA","457027","SALAJ"
"GALPAIA","457028","SALAJ"
"GALGAU ALMASULUI","457029","SALAJ"
"BANISOR","457030","SALAJ"
"BAN","457031","SALAJ"
"PECEIU","457032","SALAJ"
"BENESAT","457035","SALAJ"
"ALUNIS","457036","SALAJ"
"BIUSA","457037","SALAJ"
"BOBOTA","457040","SALAJ"
"DERSIDA","457041","SALAJ"
"ZALNOC","457042","SALAJ"
"BOCSA","457045","SALAJ"
"BORLA","457046","SALAJ"
"CAMPIA","457047","SALAJ"
"SALAJENI","457048","SALAJ"
"BUCIUMI","457050","SALAJ"
"BODIA","457051","SALAJ"
"BOGDANA","457052","SALAJ"
"HUTA","457053","SALAJ"
"RASTOLT","457054","SALAJ"
"SANGEORGIU DE MESES","457056","SALAJ"
"CAMAR","457060","SALAJ"
"PADURENI","457061","SALAJ"
"CARASTELEC","457065","SALAJ"
"DUMUSLAU","457066","SALAJ"
"CHIESD","457070","SALAJ"
"COLONIA SIGHETU SILVANIEI","457071","SALAJ"
"SIGHETU SILVANIEI","457072","SALAJ"
"CIZER","457075","SALAJ"
"PLESCA","457076","SALAJ"
"PRIA","457077","SALAJ"
"COSEIU","457080","SALAJ"
"ARCHID","457081","SALAJ"
"CHILIOARA","457082","SALAJ"
"CRASNA","457085","SALAJ"
"HUSENI","457086","SALAJ"
"MARIN","457087","SALAJ"
"RATIN","457088","SALAJ"
"CREACA","457090","SALAJ"
"BORZA","457091","SALAJ"
"BREBI","457092","SALAJ"
"BRUSTURI","457093","SALAJ"
"CIGLEAN","457094","SALAJ"
"JAC","457096","SALAJ"
"LUPOAIA","457097","SALAJ"
"PRODANESTI","457098","SALAJ"
"VIILE JACULUI","457099","SALAJ"
"CRISTOLT","457100","SALAJ"
"MUNCEL","457101","SALAJ"
